stream_comid,q_cfs,q_cms,mean_reach_depth
7691675,9.098,0.25762667029401604,0.15253592218641987
7691677,15.3,0.43324775285760003,0.18745748956484212
7691679,1.97,0.05578418778624,0.08314563998251218
7691681,5.715,0.16183077827328,0.12684893165911101
7691683,9.953,0.281837574130176,0.15806755410896314
7691685,5.113,0.14478403662489603,0.12137101799363599
7691687,1.517,0.042956656280063996,0.07496060042275285
7691689,1.903,0.053886959064576,0.08201241461648401
7691691,1.234,0.034942988694528,0.06906686882308245
7691693,1.572,0.044514082842624,0.0760268948799271
7691695,1.609,0.045561806166528,0.0767316085005386
7691697,135.319,3.831807363982848,0.4449908358664626
7691699,1.509,0.042730121507327995,0.07480357045108017
7691701,4.131,0.11697689327155202,0.11152742253492663
7691703,0.477,0.013507135824384,0.04737558266306291
7691705,1.384,0.039190515683328,0.07228176496045247
7691707,5.235,0.14823869190912,0.12251140848028724
7691709,1.933,0.054736464462336,0.08252275692769263
7691711,0.911,0.025796647245312002,0.06123492122594834
7691713,1.763,0.049922600541696,0.07956422598541679
7691717,7.418,0.210054368019456,0.14067273511137454
7691719,0.862,0.024409121762304,0.05990683241716972
7691721,10.203,0.288916785778176,0.159630419530596
7691723,3.997,0.113182435828224,0.11007835690061032
7691725,0.834,0.023616250057728,0.05912737938926547
